player_id,avg_rating,rating_band,n_games,anomaly_votes,ensemble_confident,top_feature_1,z_score_1,explanation_1,confident_1,top_feature_2,z_score_2,explanation_2,confident_2,top_feature_3,z_score_3,explanation_3,confident_3,summary
radiomaniaco1,1345.0,1200-1400,73,2,False,blunder_rate,-1.67,Unusually few blunders — engines almost never drop pieces or miss tactics; blunder rate is roughly Elo-independent so this is meaningful at any rating,True,rating_gain,1.44,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,avg_acpl_middlegame_band_z,-1.26,Middlegame ACPL is unusually low for their rating band — the middlegame is where engine assistance matters most; human players naturally make more mistakes in complex positions,True,"Flagged primarily due to: blunder rate, rating gain. 2 of 3 voters agreed."
Laureniuserik,1275.0,1200-1400,30,3,True,acpl_phase_gap_band_z,0.83,"Large gap between opening and middlegame accuracy — plays at roughly human level in the opening, then dramatically better in the middlegame; consistent with turning on an engine once the position moves beyond memorised theory",True,best_move_rate_band_z,0.83,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,win_rate,0.68,"Win rate is unusually high — in a stable Elo system win rates converge toward ~50%, so sustained deviation is notable",False,"Flagged primarily due to: acpl phase gap (band-normalised), best move rate (band-normalised). All 3 voters agreed."
Naby98,1581.0,1400-1600,70,2,False,best_move_rate_band_z,1.96,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,win_rate,1.75,"Win rate is unusually high — in a stable Elo system win rates converge toward ~50%, so sustained deviation is notable",False,avg_acpl_middlegame_band_z,-1.39,Middlegame ACPL is unusually low for their rating band — the middlegame is where engine assistance matters most; human players naturally make more mistakes in complex positions,True,"Flagged primarily due to: best move rate (band-normalised), avg acpl middlegame (band-normalised). 2 of 3 voters agreed."
emad740,1668.0,1600-1800,20,2,False,rating_gain,3.47,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,underdog_win_rate,2.68,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,win_rate_vs_expected,1.65,Consistently outperforms their Elo prediction — wins more games than the rating system expects given their opponents,True,"Flagged primarily due to: rating gain, underdog win rate. 2 of 3 voters agreed."
aimery,1602.0,1600-1800,40,2,False,underdog_win_rate,0.56,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,avg_turns,-0.55,Unusual game length distribution — flagged by the statistical model but no single clear interpretation,False,victory_efficiency,-0.54,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,Flagged primarily due to: underdog win rate. 2 of 3 voters agreed.
iron-man,2053.0,2000-2200,63,2,False,victory_efficiency,-0.72,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,avg_turns,-0.69,Unusual game length distribution — flagged by the statistical model but no single clear interpretation,False,opening_ply_ratio,-0.67,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,Flagged by statistical model — top deviating features are not directly interpretable as cheating signals. Warrants human review.
mthunywa2,1662.0,1600-1800,67,2,False,acpl_phase_gap_band_z,1.77,"Large gap between opening and middlegame accuracy — plays at roughly human level in the opening, then dramatically better in the middlegame; consistent with turning on an engine once the position moves beyond memorised theory",True,rating_volatility,1.72,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,avg_acpl_middlegame_band_z,-1.29,Middlegame ACPL is unusually low for their rating band — the middlegame is where engine assistance matters most; human players naturally make more mistakes in complex positions,True,"Flagged primarily due to: acpl phase gap (band-normalised), rating volatility. 2 of 3 voters agreed."
edmundas04,1587.0,1400-1600,15,2,False,win_rate,1.7,"Win rate is unusually high — in a stable Elo system win rates converge toward ~50%, so sustained deviation is notable",False,avg_acpl_endgame_band_z,-0.85,Endgame ACPL is unusually low for their rating band — engines play endgames with near-perfect technique,True,timeout_loss_rate,-0.82,Rarely or never loses on time — engine users respond instantly and never run out of clock; a zero timeout-loss rate at any rating level is a supporting signal,False,Flagged primarily due to: avg acpl endgame (band-normalised). 2 of 3 voters agreed.
Killroy661,1406.0,1400-1600,35,3,True,best_move_rate_band_z,2.39,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,acpl_consistency_band_z,-1.12,"Move quality is unusually consistent across games for their rating band — humans have good days and bad days; an engine plays at the same level every game regardless of tiredness, preparation, or time pressure. Suspiciously low game-to-game ACPL variance relative to peers at the same Elo.",True,avg_acpl_endgame_band_z,-0.92,Endgame ACPL is unusually low for their rating band — engines play endgames with near-perfect technique,True,"Flagged primarily due to: best move rate (band-normalised), acpl consistency (band-normalised). All 3 voters agreed."
munyk,2096.0,2000-2200,31,2,False,acpl_consistency_band_z,-0.91,"Move quality is unusually consistent across games for their rating band — humans have good days and bad days; an engine plays at the same level every game regardless of tiredness, preparation, or time pressure. Suspiciously low game-to-game ACPL variance relative to peers at the same Elo.",True,opening_ply_ratio,-0.65,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,avg_turns,-0.56,Unusual game length distribution — flagged by the statistical model but no single clear interpretation,False,Flagged primarily due to: acpl consistency (band-normalised). 2 of 3 voters agreed.
lzchips,2205.0,2200+,20,2,False,comeback_rate,2.96,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,win_rate,0.79,"Win rate is unusually high — in a stable Elo system win rates converge toward ~50%, so sustained deviation is notable",False,avg_turns,-0.65,Unusual game length distribution — flagged by the statistical model but no single clear interpretation,False,Flagged primarily due to: comeback rate. 2 of 3 voters agreed.
abouzar67,1750.0,1600-1800,40,2,False,best_move_rate_band_z,1.36,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,rating_gain,0.7,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,avg_acpl_endgame_band_z,-0.64,Endgame ACPL is unusually low for their rating band — engines play endgames with near-perfect technique,True,"Flagged primarily due to: best move rate (band-normalised), rating gain. 2 of 3 voters agreed."
ladys77,1633.0,1600-1800,31,3,True,victory_efficiency,-0.54,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,opening_ply_ratio,-0.52,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,avg_turns,-0.52,Unusual game length distribution — flagged by the statistical model but no single clear interpretation,False,Flagged by statistical model — top deviating features are not directly interpretable as cheating signals. Warrants human review.
DavideNa,1309.0,1200-1400,24,2,False,avg_acpl_opening_band_z,-0.57,Opening ACPL is unusually low for their rating band — could reflect strong opening preparation rather than engine use; weaker signal than middlegame ACPL,False,victory_efficiency,-0.42,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,opening_ply_ratio,-0.4,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,Flagged by statistical model — top deviating features are not directly interpretable as cheating signals. Warrants human review.
